timesteps,wall_time_seconds,mean_reward,std_reward,success_rate
1250000,1605.810459136963,208.33815729044167,69.50351890363808,85.0
1275000,1625.914945602417,216.46637328430376,87.68914003783276,85.0
1300000,1645.8602826595306,210.09612644328826,66.84750330276024,85.0
1325000,1666.111605644226,205.5999837530789,59.49537491380344,80.0
1350000,1686.4399008750916,218.39445636120337,42.56721543263922,80.0
1375000,1706.7259068489075,220.58907324927105,37.6075864142022,75.0
1400000,1726.8587176799774,216.33424518771398,58.20255022157216,85.0
1425000,1747.1842722892761,201.42054181703034,92.63014980197306,85.0
1450000,1767.3528101444244,216.61928463975482,78.29089735203688,85.0
1475000,1787.7414855957031,236.41101253517945,36.447587307951366,90.0
1500000,1808.1662285327911,234.70047874883994,29.781073177306514,95.0
1525000,1828.3973755836487,226.3729797162269,42.330989604711505,90.0
1550000,1848.5086703300476,216.15506276611399,44.80844307833532,80.0
1575000,1869.0241165161133,229.36627040840085,38.62805163676315,90.0
1600000,1889.5123987197876,208.6861558442356,75.45972864413186,70.0
1625000,1909.8592977523804,232.6987786500468,35.92181350989553,90.0
1650000,1929.973754644394,234.86065603253013,26.909101215566377,95.0
1675000,1950.440378665924,231.6182088324064,53.31643572818383,90.0
1700000,1970.5816345214844,230.35039036416455,55.31324480828978,95.0
1725000,1990.517041683197,234.4939950866329,40.03121598920233,90.0
1750000,2010.8813292980194,232.1360333469283,22.325506091213494,85.0
1775000,2030.8513181209564,233.7531458319781,31.132634764204955,90.0
1800000,2051.3711354732513,241.9726730744735,15.32078927779523,100.0
1825000,2071.2229075431824,225.43468794344568,64.88154655160324,85.0
1850000,2092.5310575962067,228.89036079859338,60.30592943979934,85.0
1875000,2113.2889075279236,228.5388803656966,48.366420337137164,80.0
1900000,2133.680525302887,249.27243589147537,27.621631394962535,95.0
1925000,2153.676699399948,240.76427104376452,30.9056489024628,95.0
1950000,2173.968014717102,250.32432183911072,28.196949551981668,95.0
1975000,2194.152355194092,232.80093893246053,34.96407314008398,85.0
2000000,2214.6060037612915,246.26118253215182,28.084949109180467,95.0
2025000,2235.2444360256195,235.04203397471866,48.6068485017082,80.0
2050000,2255.6513481140137,233.29871532408387,50.588274021924086,80.0
2075000,2277.0488142967224,234.15784657798432,46.06540513592312,80.0
2100000,2298.317565202713,248.68764909920657,37.965824998116304,90.0
2125000,2318.464715719223,248.0018855610268,26.12085629404508,95.0
2150000,2338.361993074417,263.015884688965,13.394914530482009,100.0
2175000,2358.1349201202393,261.27855663403676,14.676284133836386,100.0
2200000,2378.0816822052,237.79980771077712,67.17217615091258,85.0
2225000,2398.1700809001923,243.62624172415644,45.88965710120973,80.0
2250000,2418.4793858528137,262.9608358252552,19.284675889467334,100.0
2275000,2438.1599843502045,248.42266474427453,35.51013634428449,90.0
2300000,2458.266660928726,264.3461973144842,17.86415515870318,100.0
2325000,2477.956244468689,261.5261074753128,17.032643073518937,100.0
2350000,2497.7301614284515,252.90020796257622,47.469138865199994,95.0
2375000,2517.6631529331207,257.3509008562654,28.836182753859152,95.0
2400000,2537.4448368549347,255.05114196539503,27.532241185587285,95.0
2425000,2557.2895328998566,264.6989103380207,15.505924406977291,100.0
2450000,2577.053117752075,261.22381060211615,26.13798386000238,95.0
2475000,2596.9573917388916,277.8162178243571,15.386169149822019,100.0
2500000,2616.651522397995,265.9746043047918,19.461131793135493,100.0
2525000,2636.3114235401154,268.9329764446212,26.76549264293391,95.0
2550000,2656.063887119293,271.29822975343524,18.950829783841858,100.0
2575000,2675.6068353652954,270.2880486897071,17.30970875059182,100.0
2600000,2695.3454928398132,269.4636380727648,19.194342418778504,100.0
2625000,2715.0451216697693,261.84122314887054,28.225632552640167,95.0
2650000,2734.831873655319,258.9713185664838,27.015705658256447,95.0
2675000,2754.553109884262,273.70985002133045,22.994713041886776,95.0
2700000,2774.6746900081635,273.04568916350576,15.24575895448234,100.0
2725000,2794.4001276493073,268.6771781405051,20.043740715460004,100.0
2750000,2813.795459985733,270.68087620556946,18.248433908552737,100.0
2775000,2833.3129992485046,272.43929068522476,31.221111420752305,95.0
2800000,2853.06680727005,268.12003558500703,19.79954514354327,100.0
2825000,2872.4427831172943,273.9425144972743,18.859367651502737,100.0
2850000,2892.2159967422485,268.36163787263735,28.532897292396544,95.0
2875000,2911.870342731476,268.39209564993797,18.00329214745571,100.0
2900000,2931.361673593521,269.24940831759,42.98720241916231,90.0
2925000,2951.2288858890533,277.8306207782487,29.3992405816695,95.0
2950000,2971.1120734214783,271.8527604778668,21.312337066020707,100.0
2975000,2990.805621623993,275.55210887979126,18.214840929079084,100.0
3000000,3010.271059513092,281.27824376868296,19.271707939392456,100.0
